證券代碼,簡稱,年月,市值(百萬元),收盤價(元)_年,本益比,股價淨值比,股價營收比,M淨值報酬率─稅後,資產報酬率ROA,營業利益率OPM,利潤邊際NPM,負債/淨值比,M流動比率,M速動比率,M存貨週轉率 (次),M應收帳款週轉次,M營業利益成長率,M稅後淨利成長率,Return,ReturnMean_year_Label
2537,聯上發       ,199812,7490,374.13,-247.7682,36.6435,212.5739,-0.047347,-0.14783,-0.54932,-0.85582,2.1223,142.02,32.9,0.12,0.38,-193.52,-398.96,-23.5052,-1
9908,大台北       ,199812,7480,8.71,7.708,0.65195,1.4468,0.053517,0.08485,-0.012746,0.18828,0.58549,289.86,243.97,12.04,8.31,-163.3,60.99,-22.3881,-1
9936,欣錩         ,199812,7462,65.3,13.5197,2.9804,1.8541,0.097966,0.20474,0.11558,0.12964,1.0899,97.58,65.71,5.3,5.83,28.1,66.54,-63.8591,-1
2321,東訊         ,199812,7369,22.22,9.4957,1.5126,0.45062,0.083098,0.14814,0.029627,0.047433,0.78275,156.07,86.4,5.31,6.01,101.32,53.11,72.1872,1
2396,精碟         ,199812,7347,14.97,4.1354,0.64166,1.0389,0.065654,0.13426,0.20051,0.21729,1.045,70.52,32.47,9.26,5.17,86.07,128.28,160.7214,1
2430,燦坤         ,199812,7337,16.83,4.2608,0.88069,0.19611,0.048672,0.13615,0.10022,0.046043,1.7974,126.03,73.12,3.5,10.7,30.78,23.53,-12.7748,-1
5602,榮櫃         ,199812,7323,21.68,33.875,1.1873,6.9265,0.021062,0.03491,0.21968,0.20361,0.65749,291.45,275.16,15.55,6.9,-21.08,-10.03,-38.9299,-1
1447,力鵬         ,199812,7294,11.15,11.3776,0.69906,1.298,0.043868,0.054234,0.085136,0.10069,0.23631,221.97,173.33,4.9,7.53,-27,-39.81,-19.3722,-1
1905,華紙         ,199812,7260,8.84,-12.4507,0.78438,1.0243,-0.039984,-0.062529,-0.064104,-0.081675,0.56385,178.21,85.66,4.32,5.3,-549.09,-644.22,52.7149,1
2369,菱生         ,199812,7173,19.79,8.1777,0.91114,1.7591,0.08506,0.10015,0.14675,0.1933,0.17736,413.51,365.62,9.26,3.59,8.72,37.65,-21.6271,-1
2386,國電         ,199812,7165,21.82,4.9144,1.3502,0.41069,0.15452,0.2746,0.082267,0.08352,0.77713,175.05,129.31,12.43,6.16,151.71,84.4,240.1467,1
2380,虹光         ,199812,7097,20.67,3.281,1.1976,0.26551,0.17387,0.36525,0.084115,0.080982,1.1007,171.2,97.69,7.3,6.52,138.57,72.3,73.9236,1
2521,宏總         ,199812,6889,15.7,-19.1463,1.0516,5.2333,-0.027725,-0.050662,-0.057845,-0.25252,0.82731,192.74,21.11,0.14,2.85,-138.09,-232.32,-76.1783,-1
5512,力麒         ,199812,6888,13.37,1.9265,0.50491,0.48654,0.093348,0.26223,0.28461,0.25266,1.8092,138.92,2.16,0.33,124.11,84.53,75.15,-49.0651,-1
1522,堤維西       ,199812,6862,21.08,5.938,0.82992,0.74382,0.075072,0.12659,0.12797,0.11345,0.68625,129.85,97.04,7.34,3.9,87.77,46.68,-27.5142,-1
4424,民興         ,199812,6840,38,22.619,2.4804,4.0555,0.037948,0.10937,0.074375,0.17882,1.8822,121.97,18.85,0.26,4.77,-67.7,23.79,7.8947,-1
2358,美格         ,199812,6782,364.79,-140.8456,36.8847,10.7767,-0.095337,-0.26052,-0.053813,-0.076316,1.7326,143.44,63.67,2.68,4.11,-355.79,-452.24,-66.9481,-1
9905,大華         ,199812,6776,9.33,10.9765,0.61625,1.184,0.051893,0.056238,0.091385,0.10805,0.083746,889.75,661.15,2.59,4.48,17.56,-26.31,-36.0129,-1
9902,台火         ,199812,6734,68.65,6865,6.1131,5.3217,0.00058419,0.0012559,0.094793,0.0011368,1.1499,87.57,50.55,2.87,3.04,1.53,-97.66,-55.8776,-1
2359,所羅門       ,199812,6730,23.54,-14.9936,1.2676,0.54327,-0.040412,-0.082973,0.017237,-0.035551,1.0532,115.59,71.76,7.14,5.42,1502.55,-396.5,65.5055,1
3037,欣興         ,199812,6687,10.81,7.8333,0.61595,0.53383,0.04876,0.075231,0.073504,0.065212,0.54289,219.67,185.93,12.04,3.92,51.4,2.54,61.4246,1
5604,中連         ,199812,6678,13.12,14.1075,0.91684,1.5046,0.042965,0.064843,0.14661,0.10642,0.50922,257.01,250.91,0,4.89,-3.79,-5.58,-51.2957,-1
1457,宜進         ,199812,6577,24.54,24.297,1.7541,1.9292,0.03435,0.072018,0.018142,0.079231,1.0966,79.04,55.02,4.27,6.34,-71.7,20.81,-42.991,-1
1513,中興電       ,199812,6500,6.38,3.5444,0.47154,0.26462,0.047101,0.13329,0.033084,0.074803,1.8298,150.35,50.01,2.12,6.71,-8.29,125.51,-3.1348,-1
2538,基泰         ,199812,6475,12.85,11.1739,0.67242,1.7179,0.031115,0.058287,0.15805,0.14889,0.87328,203.78,38.39,0.25,16.25,-26.32,-34.92,-45.5253,-1
2314,台揚         ,199812,6462,13.49,30.6591,1.3278,1.3009,0.028437,0.043116,0.0060505,0.042248,0.51621,200.56,100.46,2.43,5.23,107.77,113.23,158.9325,1
5701,劍湖山       ,199812,6394,27.55,13.7065,1.211,4.8934,0.062138,0.069224,0.2885,0.27957,0.11403,1360.76,1328.38,46.38,81.91,170.39,149.52,-4.755,-1
2906,高林         ,199812,6384,7.16,5.3835,0.53916,0.23506,0.059583,0.10337,0.056209,0.043613,0.73488,211.51,200.95,50.9,1.89,3.69,-24.43,-44.6927,-1
1305,華夏         ,199812,6372,14.62,-34.8095,1.1594,0.80952,-0.0116,-0.026662,0.040363,-0.019037,1.2984,158.16,102.62,5.99,5.43,272.78,58.27,53.3516,1
1611,中電         ,199812,6322,8.95,12.6056,0.65281,0.8388,0.038451,0.051745,0.042609,0.066492,0.34574,300.11,224.97,5.25,3.84,-40.02,-28.3,-11.0615,-1
1417,嘉裕         ,199812,6273,15.46,29.1698,1.2672,2.427,0.030119,0.04041,0.026162,0.077435,0.34169,121.95,33.18,1.79,14.7,145.95,241.99,-56.0155,-1
5901,中友         ,199812,6252,13.95,27.3529,1.041,0.71575,0.012937,0.037731,0.072359,0.025929,1.9166,95.47,21.76,1.47,12.64,81.46,-36.49,-80.3584,-1
2010,春源         ,199812,6249,4.82,12.6842,0.38254,0.22779,0.018024,0.030356,0.024059,0.018082,0.68421,160.7,87.62,3.32,3.94,-5.24,185.14,5.6017,-1
2341,英群         ,199812,6144,100.68,-23.6338,7.5586,2.8757,-0.125,-0.31258,-0.13471,-0.11892,1.5006,137.82,52.51,3.35,4.63,-21142.77,-2349.95,13.9054,1
1110,東泥         ,199812,6104,7.49,17.0227,0.50574,1.7179,0.024998,0.029408,0.14105,0.09977,0.1764,661.94,456.29,2.67,4.27,-18.47,-38.28,-7.2096,-1
19992330,台積電       ,199912,1281037,41.84,14.8369,2.3361,4.6696,0.09993,0.14696,0.29185,0.30833,0.4706,226.06,179.26,8.29,7.23,61.29,60.6,-38.8384,1
2303,聯電         ,199912,743462,54.04,32.5542,3.4052,10.3525,0.070755,0.0933,0.12076,0.31119,0.31863,161.25,144.18,8.04,6.59,1206.72,387.38,-49.4264,-1
2357,華碩         ,199912,379458,361.65,29.0016,9.8194,8.4616,0.29365,0.33831,0.25753,0.29153,0.1521,642.24,547.02,8.29,15.67,26.79,23.41,-59.6516,-1
1303,南亞         ,199912,317729,24.31,9.2083,1.0695,0.86512,0.043405,0.097009,0.082432,0.089716,1.235,140.53,82.85,4.18,6.55,30.6,27.7,-39.7367,1
2306,宏電         ,199912,291514,65.47,27.166,3.3922,1.122,0.062558,0.11742,0.014117,0.040307,0.87693,139.2,82.49,7.53,7.71,60.07,195.27,-80.3727,-1
2382,廣達         ,199912,285224,51.58,6.4314,2.3224,0.79415,0.23785,0.35921,0.11309,0.12282,0.51026,222.94,179.8,17.22,8.04,-2.5,0.39,-51.202,-1
2317,鴻海         ,199912,257400,32.06,4.5411,1.0142,0.60708,0.13219,0.21318,0.12621,0.12761,0.61271,198.04,138.76,6.18,4.97,25.3,36.09,-6.6126,1
2311,日月光       ,199912,221760,36.35,9.3205,2.3946,2.207,0.1008,0.22304,0.14869,0.23903,1.2128,132.4,110.5,11.42,5.88,70.67,300.45,-73.8927,-1
1301,台塑         ,199912,220916,21.61,9.4781,0.99402,1.5832,0.053413,0.10325,0.090894,0.16449,0.93311,180.03,88.49,4.58,17.76,4.64,29.14,-18.0935,1
5387,茂德         ,199912,199500,48.05,15.7541,2.9569,5.5293,0.11224,0.17703,0.42039,0.3311,0.57723,282.02,233.95,8.15,4.72,910.91,1181.18,-59.5213,-1
2002,中鋼         ,199912,198642,7.01,3.983,0.47269,0.67146,0.073955,0.11865,0.1646,0.16824,0.60436,162.17,79.47,4.28,37.02,-18.5,-17.5,-6.8474,1
2371,大同         ,199912,156983,35.92,28.5079,2.5916,1.276,0.032813,0.07122,0.040235,0.047284,1.1705,125.55,91.83,6.44,4.46,487.66,1115.65,-67.1492,-1
2323,中環         ,199912,138948,52.91,6.7833,2.2885,3.5226,0.18193,0.33389,0.32995,0.52358,0.83528,130.9,97.28,5.23,4.92,201.15,251.5,-72.4627,-1
2337,旺宏         ,199912,128099,47.54,103.3478,3.5398,5.6194,0.01817,0.034363,0.092865,0.054577,0.89116,179.94,112.49,3.34,5.69,539.71,158.6,-24.9684,1
1326,台化         ,199912,126599,13.25,4.8358,0.625,0.90197,0.060178,0.12931,0.042278,0.18662,1.1487,140.86,55.56,2.91,11,-25.3,20.25,-23.6226,1
2324,仁寶         ,199912,124134,23.49,5.0954,0.98449,0.57181,0.14451,0.1965,0.10329,0.11414,0.35971,204.7,133.97,9.11,8.37,3.16,11.19,-43.0396,1
2342,茂矽         ,199912,123500,251.88,150.8263,15.8615,29.7379,0.057187,0.10111,-0.1772,0.18952,0.76802,183.08,127.49,3.99,5.87,-47.92,296.39,-59.9412,-1
2349,錸德         ,199912,119826,62.83,6.0941,1.0342,2.7863,0.098659,0.13765,0.40331,0.37076,0.39523,149.6,132.81,6.22,3.93,253.83,262.72,-57.6476,-1
2352,佳世達       ,199912,115462,66.38,24.1382,2.631,1.4187,0.050719,0.094164,0.01958,0.05211,0.85659,120.27,56.92,5.22,7.46,9.98,48.13,-69.4336,-1
2308,台達電       ,199912,99896,33.35,6.5137,1.2311,0.62865,0.10559,0.18009,0.089483,0.091959,0.70559,187.12,134.84,8.24,4.62,58.34,66.63,-1.8891,1
5346,力晶         ,199912,98658,26.01,63.439,1.5157,4.122,0.014007,0.02059,0.081383,0.056006,0.47001,212.12,184.76,5.79,6.61,131.69,117.76,-69.2042,-1
2313,華通         ,199912,96176,107.27,50.5991,5.0647,3.9135,0.052678,0.099756,0.11843,0.077093,0.89368,160.63,98.08,6.27,5.17,-55.88,-60.3,-1.5195,1
2356,英業達       ,199912,95190,20.56,7.3692,1.3137,0.36178,0.080304,0.17186,0.040371,0.048816,1.14,155.11,92.13,7.16,5.34,-22.53,-7.55,-57.2471,-1
5347,世界         ,199912,90200,49.03,-54.4778,5.5464,8.2821,-0.049926,-0.095058,-0.15407,-0.14195,0.90398,181.24,126.51,6.11,7.34,60.29,62.81,-68.4071,-1
1216,統一         ,199912,72520,11.47,9.4793,0.85469,0.59708,0.04126,0.091906,0.016804,0.064224,1.2275,106.38,73.11,7.84,13.4,26.66,-17.52,-1.1334,1
2347,聯強         ,199912,72100,39.37,7.5421,1.0945,0.2681,0.088424,0.13717,0.030896,0.033733,0.55123,241.47,185.41,13.93,8.78,11.92,57.32,-70.0025,-1
2912,統一超       ,199912,71523,48.07,14.8364,3.2612,0.49927,0.11608,0.21998,0.030577,0.033683,0.89508,96.37,60.19,22.39,204.9,8.23,19.25,-22.9665,1
1101,台泥         ,199912,71166,17.78,14.8167,0.97371,1.7431,0.023325,0.056252,0.077142,0.11046,1.4116,86.97,54.68,10.07,6.3,-18.12,-14.46,-48.5939,-1
2343,精業         ,199912,69375,77.86,28.0072,4.0363,3.3735,0.095515,0.14405,0.088057,0.1204,0.50814,282.57,182.34,4.74,5.32,34.85,47.05,-74.0175,-1
2363,矽統         ,199912,65067,103.4,25.7214,3.3452,5.855,0.07933,0.10329,0.15716,0.18079,0.30201,281.38,264.68,12.78,5.32,94.01,82.27,-45.3385,1
2339,合泰         ,199912,64431,55,-90.1639,3.2602,9.6491,-0.019041,-0.032296,-0.14995,-0.095603,0.69618,190,173.52,8.95,4.2,-9.41,34.76,-100,-1
2381,華宇         ,199912,62387,94.09,19.5207,5.0477,1.3941,0.12311,0.25731,0.072901,0.071076,1.09,166.68,88.03,7.59,6.99,-7.89,3.44,-71.219,-1
1605,華新         ,199912,58564,12.44,12.3168,0.76179,1.2101,0.027028,0.047364,0.037485,0.082023,0.7524,157.12,111.9,5.2,4.98,406.99,256.7,-24.8392,1
1102,亞泥         ,199912,51597,11.29,6.1694,0.57661,1.6751,0.05916,0.093216,0.11881,0.27084,0.57567,112.98,87.94,6.06,2.23,-38.29,20.1,-25.6864,1
2603,長榮         ,199912,47859,12.88,25.76,0.74236,0.45336,0.0096614,0.028876,0.071,0.017696,1.9888,73.29,66.63,0,5.02,17.08,-14.52,-7.5311,1
2312,金寶         ,199912,46480,23.97,4.288,1.2957,0.70396,0.18787,0.28975,0.03944,0.16346,0.54225,160.63,106.49,7.25,9,-28.07,178.23,-72.3821,-1
2329,華泰         ,199912,43363,137.72,96.3077,8.5065,11.4576,0.042834,0.07974,-0.023167,0.10739,0.86157,167.92,131.44,9.52,4.32,-1759.46,41.53,-79.7923,-1
2610,華航         ,199912,42597,16.66,12.25,0.86009,0.51836,0.023772,0.069784,0.015334,0.042063,1.9355,59.09,27.54,0,14.06,125.68,225.58,9.6639,1
1504,東元         ,199912,40768,14.95,8.8462,0.74157,0.81783,0.047817,0.08398,0.049,0.092588,0.75628,257.74,168.98,4.23,4.82,-6.31,49.58,-24.5485,1
2401,凌陽         ,199912,40368,46.69,9.9552,2.6055,3.0123,0.22444,0.26176,0.3121,0.30285,0.16626,414.98,360.17,8.58,7.51,47.49,38.4,20.6682,1
2376,技嘉         ,199912,39628,41.4,5.3282,1.3911,0.5638,0.18237,0.25415,0.11095,0.10301,0.39359,226.86,146.45,9.5,9.78,38.75,26.88,-55.1449,-1
2350,環電         ,199912,39487,36.82,10.4011,1.9167,0.50807,0.080065,0.18429,0.058827,0.048853,1.3018,122.73,78.54,9.05,5.61,70.02,144.38,-73.0581,-1
2315,神達         ,199912,36914,21.23,9.3114,1.2393,0.12503,0.042734,0.11083,0.02003,0.013407,1.5935,134.25,70.89,10.55,15.5,-2.23,3.61,-59.2558,-1
2319,大眾         ,199912,36685,39.38,1312.6667,3.58,0.78384,0.0011276,0.0033266,0.0051281,0.00072815,1.9501,179.28,116.43,10.37,6.48,217.12,-41.65,-68.0041,-1
2204,中華         ,199912,33987,16.41,5.1121,0.66925,0.34635,0.086261,0.12804,0.053216,0.066259,0.48432,244.08,171.28,5.68,26.96,-23.14,-23.79,18.7081,1
2353,宏碁         ,199912,32789,51.35,14.5881,2.2731,0.3083,0.055726,0.13408,0.028485,0.021119,1.4061,137.93,97.38,12.96,6.56,155.01,117.53,-71.8014,-1
2373,震旦行       ,199912,32059,56.75,31.3536,3.6378,1.535,0.061102,0.10966,0.031611,0.049326,0.79465,132.71,80.86,6.79,7.57,24.14,62.38,-55.9648,-1
2618,長榮航       ,199912,29000,10.72,18.4828,0.78824,0.44592,0.012029,0.042845,0.081715,0.024236,2.5619,83.27,35.6,0,11.05,98.89,1445.36,4.291,1
2395,研華         ,199912,28884,44.96,8.5152,2.4515,1.3009,0.20683,0.28454,0.20121,0.15217,0.37571,250.2,164.38,4.73,8.1,5.63,9.83,-36.0543,1
2615,萬海         ,199912,27540,8.11,3.6205,0.56713,0.30778,0.10147,0.156,0.099803,0.084819,0.53737,148.23,141.69,0,38.41,-17.25,-11.52,-4.439,1
1802,台玻         ,199912,26640,10.34,7.2308,0.51468,0.92404,0.054359,0.069036,0.1041,0.12782,0.27001,271.88,182.91,3.17,6.46,-27.8,2.72,31.2379,1
1434,福懋         ,199912,26497,8.85,6.9141,0.66143,0.74059,0.05156,0.094813,0.11375,0.10729,0.83889,112.87,68.7,3.63,5.07,5.45,23.42,-8.3616,1
1722,台肥         ,199912,26250,19.48,-649.3333,0.61451,1.9402,-0.00036998,-0.00060884,0.051724,-0.0019215,0.64558,485.96,359.94,4.74,14.22,31.5,-100.87,-52.4127,-1
2386,國電         ,199912,25953,74.22,11.6515,3.2088,1.0092,0.14508,0.26607,0.079648,0.083694,0.83401,184.67,137.25,10.94,5.72,90.64,97.32,-13.9989,1
2609,陽明         ,199912,25367,7.25,7.25,0.5,0.26782,0.043075,0.068771,0.039497,0.036828,0.59655,110.51,73.22,0,38.37,193.7,235.82,0,1
2345,智邦         ,199912,24993,42.95,21.2624,1.689,0.95871,0.03992,0.079444,0.034081,0.045088,0.9901,213.93,120.95,4.2,5.39,285.09,241.6,-64.6333,-1
2913,農林         ,199912,24647,56.06,-57.2041,5.9449,15.1105,-0.039632,-0.107,-0.12244,-0.27524,1.6997,23.65,17.11,8.97,4.89,-14.12,-22.64,-79.2009,-1
2411,飛瑞         ,199912,20974,26.42,7.5702,1.5983,1.4986,0.17096,0.20652,0.22269,0.1937,0.20799,439.81,393.72,7.81,6.03,32.74,26.41,-29.9773,1
2310,旭麗         ,199912,20772,37.37,12.0548,2.0059,0.6959,0.068251,0.16658,0.024451,0.057792,1.4407,166.05,126.49,8.49,9.06,-56.53,9.99,-64.0888,-1
2332,友訊         ,199912,20731,22.93,9.7991,1.0606,0.54962,0.061444,0.10685,0.060182,0.055366,0.739,245.32,139.48,3.21,6.71,34.54,32.52,-49.324,-1
2396,精碟         ,199912,20442,39.03,4.0404,1.0592,1.4965,0.14025,0.23602,0.32713,0.33342,0.68283,109.83,49.4,9.7,5.67,494.42,459.08,-37.689,1
2333,碧悠         ,199912,20400,71.79,94.4605,5.1573,10.1255,0.041474,0.054528,0.051956,0.10707,0.31473,183.16,71.11,2.39,4.87,-49.78,-11.46,-10.0432,1
2379,瑞昱         ,199912,20386,36.36,7.4204,1.7405,1.7175,0.19286,0.2346,0.24561,0.23154,0.21641,218.8,189.88,9.74,5.76,62.58,67.56,-3.3828,1
3035,智原         ,199912,20261,43.75,7.3653,2.575,1.8214,0.25338,0.34473,0.22445,0.24395,0.36054,308.06,271.08,9.85,6,49.34,60.28,-15.1771,1
2105,正新         ,199912,20035,7.51,4.7532,0.50881,0.40011,0.053995,0.10723,0.13485,0.084295,0.98598,158.52,88.46,3.8,8.2,29.09,22.1,-13.8482,1
2206,三陽         ,199912,19169,14.44,10.7761,0.91916,0.33234,0.050976,0.085184,0.030351,0.030802,0.67106,167.43,114.19,12.39,12.63,0.76,-3.87,-40.374,1
2384,勝華         ,199912,19036,28.81,10.1802,1.5195,1.1294,0.089675,0.14568,0.14705,0.10827,0.62448,198.88,72.12,2.31,8.46,17.29,14.46,-42.8671,1
1310,台苯         ,199912,18988,26.2,15.3216,1.9124,1.3996,0.080699,0.12226,0.086467,0.091468,0.51497,189.39,100.51,10.59,11.58,357.45,576.96,-47.0229,1
5522,遠雄         ,199912,18905,16.84,4.6391,1.1249,0.83823,0.087467,0.24246,0.21251,0.18089,1.772,151.69,19.06,0.48,9.39,63.18,70.07,37.4109,1
1451,年興         ,199912,18900,21.72,5.5127,1.3686,1.1947,0.16456,0.23691,0.2372,0.20683,0.43968,277.31,151.31,4,12.27,70.36,88.12,-34.9908,1
9801,力霸         ,199912,18868,47.57,164.0345,4.7286,7.2076,0.011591,0.029097,-0.043942,0.04434,1.5103,115.97,41.68,1.2,3.84,-252.46,-47.61,-81.6691,-1
5375,慧智         ,199912,18627,54.69,40.2132,3.0536,3.0434,0.053503,0.075668,0.070455,0.075412,0.41427,378.85,314.49,6.09,5.43,-19.89,-0.3,-80.8009,-1
2322,致福         ,199912,18494,37.83,-4.9711,5.4985,1.4917,-0.32166,-1.0983,-0.16914,-0.30008,2.4145,132.4,86.29,6.84,3.66,-441.71,-503.27,-100,-1
2316,楠梓電       ,199912,17686,33.22,35.3404,2.2,1.5337,0.028433,0.056128,0.059616,0.043111,0.97406,86.54,59.88,8.32,5.16,-49.22,-62.26,-34.1963,1
5343,矽豐         ,199912,17623,40.73,271.5333,2.7372,7.8327,0.0067556,0.0091694,0.011142,0.026269,0.35731,160.14,150.05,42.15,4.93,-83.82,-61.66,-100,-1
2501,國建         ,199912,17505,7.8,15.6,0.61856,1.18,0.032639,0.039947,0.073093,0.07619,0.22391,575.42,68.5,0.4,4.36,-54.79,-46.9,-25.641,1
2331,精英         ,199912,17375,28.23,4.6355,2.2211,0.29716,0.13659,0.42904,0.074144,0.064109,2.1411,120.85,89.64,11.31,7.31,220.73,183.54,-64.5058,-1
1304,台聚         ,199912,16883,12.72,11.2566,0.93461,1.7716,0.043448,0.078203,0.073304,0.15808,0.79991,111.18,76.14,8.22,13.21,41.69,76.64,-68.6321,-1
2485,兆赫         ,199912,16789,52.79,11.0903,2.8065,1.7822,0.16499,0.24938,0.19159,0.15833,0.51146,184.7,122.14,6.12,13.27,18.95,35.23,-72.8926,-1
2314,台揚         ,199912,16730,34.93,12.4306,2.712,2.9304,0.13477,0.21856,0.056965,0.23612,0.62173,189.9,119.91,2.2,5.28,982.82,542.78,-16.2325,1
2301,光寶科       ,199912,16580,11.27,9.2377,0.65868,0.22102,0.027797,0.068477,0.04791,0.02402,1.4634,182.83,109.08,4.98,5.33,390.28,168.34,-22.7152,1
9928,中視         ,199912,16007,161.3,70.1304,8.9961,10.7176,0.073475,0.12839,0.10862,0.15294,0.74744,307.41,196.01,6.46,9.02,-29.77,16.46,-63.5276,-1
2394,普立爾       ,199912,15172,27.45,6.6951,1.6006,0.56331,0.1415,0.23299,0.10456,0.084064,0.64653,167.67,112.42,9.1,15.77,0.81,4.49,-43.5337,1
2398,博達         ,199912,15010,58.56,17.4806,2.7086,1.6172,0.066998,0.14146,0.10938,0.084464,1.1114,133.28,75.65,7.01,4.79,66.36,95.34,-37.6195,1
2706,第一店       ,199912,14626,48.75,19.8171,2.0622,21.3816,0.076123,0.10408,0.64506,1.08,0.36723,260.42,246.15,0,69.14,5.32,12.58,-20.2051,1
9907,統一實       ,199912,14499,6.38,20.5806,0.51702,0.59515,0.0097468,0.024065,0.15209,0.028654,1.469,53.53,23.28,2.86,5.33,26.16,-21.5,-48.9028,-1
2390,云辰         ,199912,14022,45.02,14.7607,2.2188,4.8723,0.10877,0.14637,0.14034,0.32881,0.34571,171.79,152.5,11.65,9.08,-15.39,39.17,-30.2754,1
2360,致茂         ,199912,13998,25.97,8.3774,1.2492,1.7824,0.11928,0.14916,0.14753,0.21271,0.25048,205.6,124.46,3.63,4.75,12.56,34.76,-66.7308,-1
1907,永豐餘       ,199912,13960,6.23,6.8462,0.4763,0.35418,0.033358,0.069334,0.046653,0.051738,1.0785,134.56,90.83,5.7,3.45,462,315.73,-20.5457,1
1313,聯成         ,199912,13814,12.1,10.2542,0.89763,1.4152,0.048396,0.078277,0.046495,0.13185,0.61743,477.45,344.13,4.54,7.64,919.66,291.01,-72.7273,-1
2368,金像電       ,199912,13712,24.08,13.6818,0.95593,1.074,0.050011,0.069495,0.072954,0.078077,0.3896,158.62,129.22,9.94,4.52,-35.42,-28.13,-52.6993,-1
5351,鈺創         ,199912,13711,40.96,31.5077,2.3352,1.998,0.033659,0.07374,0.086502,0.063107,1.1908,115.55,45.62,2.01,5.05,137.56,116.19,-56.3232,-1
2419,仲琦         ,199912,13665,96.44,50.7579,4.3266,4.6276,0.04494,0.074808,0.12584,0.080019,0.66462,147.83,104.27,2.62,1.95,11.32,2.13,-81.6985,-1
2905,三商行       ,199912,13381,17.76,8.5385,1.2049,0.34981,0.059373,0.14245,0.025163,0.04136,1.3992,104.69,43.23,5.76,17.34,-17.8,115.82,-40.5405,1
2321,東訊         ,199912,13292,38.26,16.4206,2.1976,0.85326,0.070879,0.11731,0.019928,0.048275,0.65511,180.27,114.79,6.15,5.47,-22.9,17.72,-59.0173,-1
1503,士電         ,199912,13176,18.31,21.5412,0.99027,0.94381,0.027417,0.045459,0.078981,0.04331,0.6581,166.41,103.37,4.53,3.45,5.25,-19.99,-25.2321,1
1903,士紙         ,199912,12881,49.52,-275.1111,3.038,6.71,-0.0047988,-0.01127,-0.083273,-0.024892,1.3485,77,46.71,4.15,4.97,38.7,91.25,-46.5468,1
1440,南紡         ,199912,12879,6.82,56.8333,0.52502,0.90933,0.005513,0.0093839,0.025886,0.016261,0.70214,159.01,54.66,1.97,7.1,286.85,1233.36,-55.5718,-1
2526,大陸         ,199912,12871,8.19,163.8,0.38289,0.82477,0.0015638,0.0023876,-0.14474,0.0051438,0.52676,171.43,25.6,0.79,3.67,-217.06,-93.56,-27.1062,1
2534,宏盛         ,199912,12836,12.62,6.7849,0.60557,1.0833,0.051822,0.089136,0.17736,0.15949,0.72005,211.95,11.53,0.32,40.39,24.38,-3.7,-65.6894,-1
1312,國喬         ,199912,12595,19.35,40.3125,1.8324,1.1525,0.01258,0.036045,-0.018807,0.029624,1.8652,68.18,41.44,8.35,8.03,64.55,53.44,-49.7158,-1
2432,倚天         ,199912,12337,66.5,29.8206,4.3294,5.3629,0.10755,0.1452,0.15632,0.1799,0.35008,269.01,189.32,2.63,9.45,39.53,119.08,-68.4662,-1
1207,嘉食化       ,199912,12328,26.58,221.5,2.5509,3.6612,0.0046076,0.011853,-0.0262,0.017025,1.5725,119.67,65.97,2.71,5.18,45.2,-35.83,-79.985,-1
2354,鴻準         ,199912,12311,28.41,55.7059,3.1049,0.27502,0.01485,0.055251,0.011175,0.0048932,2.7207,119.46,87.67,19.86,10.23,121.63,106.83,-73.3545,-1
1462,東雲         ,199912,12001,28.21,85.4848,2.5483,4.0185,0.010501,0.027636,-0.00094321,0.046899,1.6319,119.46,15.68,0.55,8.41,97.38,130.92,-85.0053,-1
2101,南港         ,199912,11997,23.98,-7.5409,1.8972,1.5431,-0.069401,-0.25129,0.071912,-0.20434,2.6208,35.04,26.97,8.96,5,-6.88,-318.23,-100,-1
2340,光磊         ,199912,11971,39.7,38.1731,2.0742,3.0728,0.041889,0.054552,0.0984,0.080775,0.30232,329.1,242.69,2.54,2.79,-21.01,-47.37,-59.8237,-1
1409,新纖         ,199912,11709,8.31,-55.4,0.84195,0.8831,-0.0084536,-0.015143,-0.043505,-0.015952,0.79129,90.85,46.09,6.08,8.38,-9.76,67.44,-65.343,-1
2367,燿華         ,199912,11668,21.56,19.25,1.0812,1.2222,0.037424,0.055954,0.061801,0.063242,0.49514,106.03,77.49,9.75,5.07,-56.04,-46.59,-68.8312,-1
2416,世平         ,199912,11550,33.02,8.0537,1.3072,0.1531,0.040534,0.1548,0.037359,0.018133,2.819,143.65,72.11,7.67,6.82,83.81,84.29,-40.9449,1
2391,合勤         ,199912,11521,20.47,11.9708,1.2013,1.6765,0.085412,0.099588,0.086194,0.1404,0.16597,469.25,357.47,4.04,7.33,-41.5,-20.41,-23.2047,1
2903,遠百         ,199912,11461,7.24,4.9252,0.40155,0.19562,0.036783,0.07855,-0.0022637,0.039784,1.1355,77.78,50.63,13.61,27.07,-113.25,67.79,-17.6796,1
2348,力廣         ,199912,11296,164.44,-31.4417,20.9211,5.1662,-0.15019,-0.66508,-0.10484,-0.16436,3.4284,88.31,57,4.94,2.82,-107.84,-56.01,-84.4503,-1
2359,所羅門       ,199912,11152,38.96,24.0494,1.8858,0.75387,0.0377,0.076956,0.016511,0.030767,1.0413,93.25,61.76,9.57,5.73,18.15,211.56,-61.6273,-1
1905,華紙         ,199912,11095,13.5,9.854,1.0706,1.2374,0.0757,0.10878,0.092408,0.12576,0.43695,324.23,164.11,5.2,5.72,282.25,294.67,-47.3333,-1
